predicted_answer,actual_answer
작업 중 안전한 통행로 확보 및 전용 작업발판 사용 강제화.,"현장 작업자의 주의력을 높일 수 있는 타포린 설치와 안전 교육 강화, 안전 점검 및 순찰 활동 강화를 통한 안전사고 예방."
"안전 교육 강화와 작업 절차 개선을 통해 부주의를 방지하고, 작업 도구 관리 지침을 명확히 정립하여 향후 유사 사고 예방.","벌목 및 삭초 작업 등 공구사용 시 유의사항 교육과 안전보호구 착용 철저, 안전교육 강화 및 일일 사전 교육 실시."
작업 중 안전장비 착용 의무화 및 hammer 사용 교육 강화 실시. 정기적인 안전 점검과 시뮬레이션 훈련을 통해 부주의 사고 예방.,공도구의 사용방법 숙지 및 재해사례를 통해 안정적인 자세로 작업이행.
안전장비 착용 강제화 및 사다리 안정성 점검 강화.,"공사 시작 전 안전 교육 및 현장 안전 관리 철저 시행, 사다리 작업 시 2인 1조 작업 및 사전 사다리 상태 점검과 바닥 상태 확인 등 점검 후 작업 실시."
"대표이사 및 현장소장 안전 교육 강화와 해체작업 계획 수립 시 안전 검토 절차 의무화, 사고 조사 결과 반영한 안전관리계획서 재검토 및 행정 조치 예정.",안전난간대 해체 시 안전관리자 및 해체 감리 승인 이후 작업 이행 및 작업 절차 관리 철저와 재해방지대책 및 개선대책 수립을 통한 동일 및 유사 재해 방지를 위한 작업 환경 조성 및 이행에 관한 조치 관리.
안전 발판 설치 및 미끄럼 방지 장치 강화. 정기적인 안전 교육 실시 및 위험 요소 점검 강화.,현장 안전교육 실시와 안전관리 철저를 통한 재발 방지 대책 및 향후 조치 계획.
기계 작업 시 안전 거리 확보 및 작업 절차 준수 강화.,안전사고 재발 방지를 위한 안전담당자 현장 지휘 강화 및 건설기계 작업 안전수칙 교육 실시와 관리 강화.
"안전 교육 강화와 현장 안전 점검 주기 확대를 통해 작업자 주의를 제고하고, 미끄럼 방지 바닥 처리를 도입하여 재발 방지합니다. 정기적인 안전 훈련과 사고 사례 공유를 통해 인식 개선을 추진합니다.",해당 계단 내 안전표시판 설치와 사고자 치료 후 시공자에게 보고 요구.
정기적인 장비 점검 및 유지보수 강화 실시.,안전 보호대 장착과 손잡이 존치 계획을 통한 재발 방지 대책.
작업 중 유로폼 안정성 점검 강화와 안전장비 착용 의무화를 포함한 재발 방지 대책 및 향후 조치 계획 수립.,근로자 안전교육을 통한 재발 방지 대책 및 향후 조치 계획.
"작업 전 안전 교육 강화 및 적재물 덮개 설치 절차 엄격히 준수하도록 관리감독 강화를 재발 방지 대책으로 삼고, 향후 모든 반출작업 시 안전 점검 체크리스트 도입 및 정기적인 안전 훈련 실시 계획을 세웁니다.",현장확인 및 사건 경위 파악과 사고자 후속조치에 대한 대책.
"심혈관 질환 위험 작업자에 대한 정기적 건강 검진 강화 및 작업 환경 개선을 통해 재발 방지하며, 향후 유사 사고 예방을 위해 개인 건강 관리 교육을 의무화합니다.",작업자 투입 전 질병 사전 확인 철저와 사고 발생 보고 후 장례 절차 진행.
"거푸집 고정 강화 및 작업자 이동 경로 명확히 표시하여 안전 확보, 정기적 안전 점검 실시.",아침 조회 및 교육 시 현장교육 실시와 산업재해 위험성 관련 대책 발표회 및 지속적인 현장교육 실시.
"작업자 안전 교육 강화와 트렌치 구간에 안전 발판 설치를 통해 발 걸림 위험을 최소화하고, 이동 경로에 대한 사전 점검을 의무화하여 위험 요소를 신속히 제거하도록 합니다.",작업구간 통로 추가 확보 및 수배전반 설치 구간 이동 통로 추가 확보를 통한 관리 방안.
안전교육 강화 및 작업 중 균형 유지 교육 실시.,해당 작업 공종 재해 사례 전파 교육 및 지속 관리와 재발 방지 교육 실시 등 현장 안전 조치의 통합적 실행.
"현장에 틈사이 덮개 설치 의무화와 정기적인 안전점검 강화를 통해 재발 방지하며, 작업자 교육을 통해 위험 인식을 높이고 안전 수칙 준수를 강화할 계획입니다.",부주의 사례 전파 및 덮개 설치 필요와 현장 내 사고 사례 전파를 통한 청소 가능 구역 명시.
"안전교육 강화 및 안전장비 착용 의무화, 작업 중 미끄러짐 방지 조치 도입 및 정기적 안전점검 실시.","작업자의 적업전 안전교육 실시와 안전대책 강구, 사고자 산재 처리에 대한 조치 계획."
"작업 순서 엄격히 준수하도록 교육 강화하고, 작업 전 안전 점검 의무화하며, 안전 감독 인력 증원으로 실시간 모니터링 실시 예정입니다.","거푸집 설치 해체 작업자에 대한 작업순서 준수 특별교육 실시와 2인1조 구성 준수, 작업자 안전교육 철저, 현장 사고 발생 파악 및 사고 내용 신속 통보 지시."
"안전 교육 강화와 작업 절차 준수 점검을 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 모니터링 시스템 도입으로 향후 조치 계획을 수립합니다.",자재적재 시 주의사항에 대한 근로자 교육과 재발 방지 대책 회의 후 실시되는 현장 관리.
안전 교육 강화와 함께 작업 현장에 명확한 이동 경로 표시 및 안전한 사다리 사용 지침 마련을 통해 재발 방지에 힘쓰겠습니다. 정기적인 안전 점검 실시로 위험 요소를 사전에 제거하겠습니다.,이동 시 사다리를 이용하도록 근로자 안전교육 및 현장 안전관리 강화를 통한 재발 방지 대책과 근로자 대상 재발 방지 안전교육 실시 및 현장 안전관리 강화를 포함한 향후 조치 계획.
안전 교육 강화 및 개인 보호 장비 사용 의무화.,"지속적인 안전교육을 통한 근로자의 안전의식 고취와 위험작업구간 관리, 감독자 상시 배치 및 작업사항 수시 감독 철저."
작업자 안전 교육 강화 및 개인 보호 장비 사용 의무화 계획 수립,세심한 관심을 통한 재발 방지 약속과 지병으로 인한 사고 처리 불가 상황.
안전교육 강화와 작업 절차 엄격히 준수하도록 관리 체계 개선 실시.,안전시설물 재점검과 안전교육 실시를 통한 재발 방지 대책 마련.
"작업 전 철저한 기상 확인과 지반 안정성 점검 실시, 조도 개선을 통한 시야 확보 강화.",암버력 야적장 조명시설 추가 설치 및 지반 평탄화 작업 수시 실시와 재발 방지 대책 이행 철저.
"안전 교육 강화와 정기적인 현장 감독 체계 구축을 통해 근로자의 주의력 향상 및 관리감독 강화를 추진합니다. 또한, 미끄러짐 위험 지역에 안전 표시 설치와 미끄럼 방지 장치 도입을 계획합니다.","근로자 교육 철저, 동일 사고 공종 사고 사례 교육, 관리 감독자의 현장 상주, 작업 관리 철저, 산재 처리 등의 조치 계획."
"기계 오작동 시 즉시 작업 중단 및 점검 절차 강화, 작업자 안전 교육 강화 및 개인 보호장구 착용 의무화.",장비 정비 실시와 부상자 퇴원 및 산재처리 등 후속조치 계획.
"안전 교육 강화와 정기적인 안전 점검 실시를 통해 재발 방지하고, 불안정한 발판 개선 및 안전 발판 설치 의무화.","말비계 간 간격 최소화 및 건널다리 설치, 사전 작업계획 수립 시 말비계 간 이동금지 사항 반영, 말비계 사용 시 위험성에 대한 위험성 평가 실시 및 교육, 안전관리 및 교육 철저 행정 지도에 대한 재발 방지 대책과 향후 조치 계획."
안전 교육 강화와 개구부 덮개 설치 의무화를 통한 재발 방지 대책 및 향후 조치 계획 수립.,유사 사고 발생 구역의 방호 조치 요구와 사고 원인 철저 조사를 통한 재발 방지 대책 수립 및 해당 공정 진행.
"덮개 설치 강화, 설계 변경 시 즉시 마감 처리 실시, 이동통로 확보 및 명확히 표시, 작업 전 이동 경로 점검 실시.","덮개형 개구부 덮개 설치, 설계변경 시 조속한 마감 처리 시행, 이동통로상의 장애물 제거, 명일 작업 협의 시 이동통로 협의 및 확인."
"안전 교육 강화와 개인 보호 장비 착용 의무화를 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 위험 요소 식별 시스템 도입을 향후 조치 계획으로 삼겠습니다.",작업장 안전 철저 지시 및 교육을 통한 재발 방지 대책과 향후 조치 계획.
정기적인 장비 점검 강화와 균열 발생 시 즉시 교체 절차 마련.,장비 점검과 수리 작업 시 취약부 존재 사전확인 및 사고 유발 요인 제거.
"해치발판 사용 시 안전 절차 교육 강화, 힌지부 잡는 행위 금지 안내 표지 설치, 안전 손잡이 추가 설치로 안전한 개폐 지원, 정기적인 안전 점검 실시.","승강통로 이용방법 교육과 해치발판 개폐 방법 변경, 사고사례 전파교육 확인 및 해치발판 개폐방법 변경 사항 확인."
안전장비 착용 강제화 및 쇠지렛대의 정기적인 점검 및 견고한 고정장치 사용 교육 실시.,공사장 안전조치 강화와 현장 안전관리 철저를 위한 행정지도 및 부상자 치료상황 보고 통지.
작업자 안전 의식 강화 교육 실시 및 안전 점검 강화를 통한 재발 방지 대책 및 향후 조치 계획 수립.,작업자 안전교육 실시와 자체조사를 통한 재발 방지 대책 마련.
"안전 교육 강화와 컷팅기 사용 시 안전 절차 준수 의무화를 포함한 재발 방지 대책을 시행하고, 사고 관련 보상 절차를 신속히 진행합니다.",안전교육 철저를 통한 재발 방지 대책.
"안전 교육 강화와 개인 보호 장비 착용 의무화를 포함한 재발 방지 대책과 함께, 사고 조사 결과를 바탕으로 작업 절차 개선 및 정기적인 안전 점검 실시를 계획합니다.",작업 전 사고 발생 주의 및 안전 교육 강화를 통한 산업재해 보험 처리.
향후 작업 시 톱날 방향 확인 교육 강화 및 왼손잡이 작업자용 안전 장비 제공으로 재발 방지 대책 마련.,현장 근로자 안전교육 실시 완료와 향후 조치 계획으로 근로자 안전교육 추가 실시.
협력업체 안전 교육 강화 및 작업 절차 준수 점검을 통한 재발 방지 대책과 사고 관련 문서 검토 및 안전 관리 시스템 개선을 포함한 향후 조치 계획 수립.,사고사례 전파를 통한 재발 방지 대책.
침전지 내부 작업 시 파이프 위치 명확히 표시하고 접근 제한 조치 실시.,작업자 안전교육 강화를 통한 향후 조치 계획.
"안전시설물 설치 의무화 및 정기적인 안전 점검 실시를 통해 재발 방지 대책을 마련하고, 사고 발생 시 즉시 안전 교육을 강화하여 향후 유사 사고 예방에 나설 계획입니다.","근로자 작업 및 이동을 위한 통행로 조성과 통행로 인근 철근에 철근캡 설치, 안전시설 설치에 대한 철저한 행정안내."
말비계 안정성 점검 강화 및 근로자 안전 교육 강화를 통해 불안전한 작업 자세 교정 실시.,말비계 하차 시 한 칸씩 내려오도록 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
"재발 방지를 위해 슬라브 작업 시 실족방지망 설치 의무화 및 정기적인 안전 점검 강화를 실시하며, 작업자들에게 안전 교육을 강화하여 위험 요소 인지와 대응 능력 향상에 초점을 맞춥니다.",작업계획에 대한 수시점검과 작업자 안전교육을 통한 안전의식 확립을 통한 불안전요인 제거.
"작업자 교육 강화로 불안전한 자재 배치 금지 지시, 작업장 안전 점검 강화 및 즉시 개선 조치 실시, 안전 표지판 설치로 위험 인식 제고, 정기적인 안전 점검 및 위험 요소 제거를 통한 안전한 작업 환경 조성.",작업환경 수시점검 및 근로자 교육 등 현장관리 철저 통보.
"유리 적재 시 균형 잡힌 적재 방법 교육 강화하고, 작업 현장 안전 점검을 정기적으로 실시하며, 찰과상 발생 시 즉시 응급처치 및 산업재해 처리 절차를 마련할 계획입니다.",장비 운전원 및 유리공 작업방법에 대한 특별교육 실시와 사고사례 전파 및 안전시설물 일괄 점검 실시.
"펌프 플로트 스위치 정기 점검 및 교체 계획 수립, 센서 보호 장치 설치, 작업자 교육 강화를 통한 안전 의식 제고, 사고 원인에 대한 심층 분석 및 안전 지침 개선.",유체펌프 작동 전 누전 여부 확인 및 주기적 점검과 전기 작업자에게 절연장갑 등 안전관리물품 지급과 우천 시 전기 작업 금지.
안전 교육 강화 및 안전 점검 절차 엄격히 준수하도록 조치.,동일한 사고가 발생하지 않도록 행정지도 시행.
작업 시 동료 동반 및 안전 점검 의무화.,단독작업 금지 및 안잔관리 교육 철저와 안전교육 철저를 통한 재발 방지 대책.
"안전 교육 강화와 정기적인 안전 점검 실시, 작업 중 무전 유도 시스템 개선 및 명확한 안전 지침 제공.","사고 원인 분석과 재발 방지 대책 수립, 근로자 안전 교육 실시."
"안전 교육 강화와 필수 안전장비 착용 의무화를 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 안전 의식 제고 활동을 실시할 계획입니다.",보안경 지급 및 부재의 비산 가능성 교육과 작업방법 교육 진행.
안전장비 착용 의무화 및 정기적인 안전 교육 실시를 통해 작업자의 부주의를 최소화하고 안전 의식을 강화한다.,"이동식 비계 상부 난간대 설치, 아웃트리거 설치로 작업 중 비계 고정, 2인 1개조 작업, 작업자 안전교육 철저 지시 및 안전장구와 보호조치 상태 점검 철저."
"협력사 컨테이너 이동 시 안전 교육 강화 및 현장 감시 인력 증원으로 전방 주시 철저 확보, 안전 발판 설치 의무화 및 정기적인 안전 점검 실시.",근로자 이동 중 전방주시 철저 관련 교육 실시와 아침 TBM 시 주의사항 전달 및 협력사 사무실 주변 이동 동선 자재 정리정돈 실시.
안전 발판 설치 및 정기적인 계단 안전 점검 강화를 통해 재발 방지. 향후 모든 계단 작업 시 안전 교육 의무화 및 모니터링 강화 계획 수립.,"작업자 안전교육 철저, 현장 안전점검 실시, 안전관리 철저를 통한 재발 방지 대책 및 향후 조치 계획."
"안전 교육 강화와 함께 작업 중 안전 장비 착용 의무화 및 작업 절차에 대한 엄격한 준수 감독 실시. 특히, 도구 관리 및 고정 방법에 대한 명확한 지침 마련 및 위반 시 즉각적인 제재 조치 도입.",작업 공동구 이탈방지끈 부착 및 관리와 안전작업을 위한 특별교육 및 안전조회 실시.
안전장비 착용 강제화 및 정기적인 안전 교육 실시.,"작업 이해도를 높이고 위험 작업 반경 내 안전 거리를 확보하며, 건설 공사 시 안전 관리를 철저히 할 수 있도록 계도 조치."
"결빙 구간에 미끄럼 방지 장치 설치 및 정기적인 안전 점검 강화와 함께, 출입 통제 시스템 개선 및 작업자 교육 강화를 통해 재발 방지합니다.","결빙구간 염화칼슘 살포, 출입통제 실시, 동절기 중 결빙구간 제거, 작업자 안전통로 확보, 안전교육 실시."
"작업 전 철저한 해체 순서 교육 실시와 안전 감독 강화를 통해 순차 해체 관리 체계 구축, 사고 발생 시 즉시 보고 및 재발 방지를 위한 지속적인 안전 점검 실시.",파이프 서포트 순차적 해체 작업 방법 교육 및 특별안전교육 실시와 작업자에 대한 작업방법 및 안전 교육 철저 지시.
"안전 발판 설치 의무화 및 작업자들에게 안전한 이동 경로 교육 강화, 정기적인 비계 상태 점검 실시.","시스템 비계 설치와 해체 작업 준수, 시스템 비계팀 특별교육 실시와 안전관리 및 작업자 안전교육 철저 지도가 포함된 재발 방지 대책."
"안전 교육 강화와 개인 보호 장비 착용 의무화를 통해 재발 방지하고, 사고 발생 시 즉시 작업 중단 및 안전 점검 실시 계획 수립.",거푸집 설치 작업 시 안전수칙 교육과 불시 현장 점검 및 산업안전보건법 상 법정의무교육 이행상태 점검을 통한 재발 방지 대책 마련.
"안전교육 강화와 함께 안전벨트의 정확한 착용 방법 재확인 및 안전로프 체결 의무화를 통해 재발 방지 대책을 마련하고, 향후 작업 전 철저한 안전 점검과 감독 체계를 구축합니다.","작업자 안전의식 향상을 위한 특별교육 실시, 현장 안전순찰 강화 및 현장 안전점검 실시."
안전 발판 설치 및 고정대 사용 교육 강화를 통한 재발 방지 대책 마련. 정기적인 안전 점검과 작업자 안전 교육 프로그램 확대 실시 예정.,"작업자 특별안전교육 실시, 시공사의 재발 방지 대책 수립, 재해조사표 작성 후 노동부 신고 및 산업재해 처리 진행상태 확인, 재발 방지 대책 수립 내용 확인, 해댕공종 근로자 특별안전교육 실시 여부 확인, 작업장 불안전 상태의 시설물 보완조치 및 지속적 확인, 작업자의 불안전 행동 지속적 확인 등의 안전 점검 시행."
정기적인 근골격계 건강 검진 실시와 작업자세 개선 교육 강화를 통해 근로자 부담 완화 및 작업 환경 개선 추진.,"해당 공사로 인한 허리부상에 대한 구체적인 조치요청사항이 없으며, 작업전 준비운동 실시 및 무리한 작업 지양을 행정지도한 결과, 사고 발생 후 2시간 이내에 건설사고 발생사실을 통보해야 하나, 부상호소 근로자가 퇴근 후 허리통증을 호소하고 보상을 요구함에 따라 인과관계 확인이 필요하며, 사고 통보 접수 후 24시간 이내에 사고조사를 수행해야 하나, 삭제 요청에 따른 입력 대기와 반려로 인해 사고조사 입력이 지연된 상황."
안전 발판 설치 의무화 및 작업자 안전 교육 강화로 미끄러짐 사고 예방.,"가설재 위 이동 전 물기 등 위험 요소 사전 확인 교육 실시와 안전 관리자 상시 현장 상주 및 이동 통로 위험 요소 수시 점검, 재해자 치료 상황 및 산재 처리 경과 확인, 현장 안전 교육 강화."
안전 교육 강화 및 작업 절차 개선을 통한 재발 방지 대책과 정기적인 안전 점검 실시 계획 수립.,이동중 미끄러짐 주의 강조를 통한 근로자 교육 실시.
정기적인 안전 교육 강화와 개인 보호 장비 착용 의무화를 통해 작업자의 주의력 향상 및 안전 의식 제고 실시.,작업 전 사전교육 및 작업 중 감독 철저와 안전관리 교육 철저를 통한 재발 방지 대책 마련.
"발판 덮개 사용 시 안전규정 준수 강화, 작업자 교육 실시, 덮개 고정 장치 설치 의무화, 정기적 안전 점검 및 위반 시 즉시 시정 조치 실시.","동일작업진행자 사고 사례전파와 근로자 교육 실시, 작업자 안전교육 및 현장관리 철저 지시를 통한 동일사고 방지 방안."
"작업 전 안전 점검을 강화하여 이동 경로의 지면 상태를 철저히 확인하도록 하고, 정기적인 안전 교육을 통해 인식을 제고하는 계획 수립.","작업 시 계단실 통로 확보와 자재 정리 즉시 시행, 자체 점검 실시 및 보행자 동선 확보를 통한 재발 방지 대책."
"작업대 설치 시 안전고리 체결 의무화 및 정기 점검 강화, 슬링벨트의 견고한 체결 방법 교육 실시, 카고크레인 작업 시 작업대 안정성 확인 절차 마련 및 준수 감독 강화, 추락 위험 구간에 대한 추가 안전 장치(추락방지망 등) 설치 의무화 및 근로자 안전 의식 제고 교육 실시.",근로자 안전교육 및 건설기계장비 점검과 주택법 및 건설기술진흥법에 따른 시공자 및 감리자 조치 예정.
안전 교육 강화 및 횡대 전달 절차 엄격히 관리하는 안전 지침 마련.,비계 조립 시 상하 수직위치에서 작업 금지 조치.
"콘크리트 타설 완료 후 정리 작업 시 안전 교육 강화 및 안전 수칙 준수 확인을 위한 정기 점검 실시. 또한, 차량 운전원 대상으로 안전 운전 교육을 실시하고, 작업 전 안전 점검 리스트를 도입하여 위험 요소를 사전에 식별하고 관리한다.",현장 작업 전 건설기계 운전원에 대한 안전교육 실시와 안전관리 강화.
"알폼슬라브 설치 후 적정량의 박리제 도포 지침 마련 및 작업자 교육 강화, 과다도포 방지를 위한 모니터링 시스템 도입.",협력업체 관리자와 알폼근로자에 대한 안전교육 실시와 박리제 도포 시 철저한 관리감독을 통한 재발 방지 대책 및 향후 알폼근로자와 관리감독자 교육 실시와 박리제 도포 시 관리 철저.
자격을 갖춘 전문가의 용접 작업 의무화 및 용접 품질 검사 강화를 통한 재발 방지 대책 수립. 향후 모든 용접 작업 전후로 품질 검사 실시 및 무자격자 작업 금지 조치 강화.,"굴착기 점검을 통한 작업 관리, 무자격자 용접 금지, 굴착기 이상 시 정비센터 정비, 산재 신청 및 처리 결과 확인, 재해 조사 및 원인 분석, 사고 재발 방지를 위한 조치 및 계획 관리."
"안전 교육 강화 및 고소작업 시 안전장비(안전벨트 등) 의무 착용 규정 마련을 통해 재발 방지 대책을 수립하고, 향후 모든 고소작업 전 안전 점검 절차를 엄격히 시행하겠습니다.","추락 위험 구간에 대한 안전교육 실시, 천정 작업 시 절차 수립, 충분한 공정 협의 진행 및 안전사고 예방 철저를 위한 지시 공문 발송."
"근로자 안전 교육 강화와 함께, 작업 경로의 사전 확인 및 안전 표시 설치를 포함한 재발 방지 대책 및 향후 조치 계획 수립.","사고 현장 확인, 사고 사례 현장 관계자 전파, 각 현장 근로자에게 사고 사례 전파 안전 교육 실시, 현장 작업 중 및 작업 종료 후 부주의에 의한 안전 사고 발생 방지를 위한 지도 및 안전 순찰 강화."
"안전 교육 강화 및 작업 시 안전 장비 착용 의무화를 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 위험 요소 식별 훈련을 실시하여 향후 조치 계획을 수립합니다.",데크플레이트 판개 후 이동 동선에 합판 보양과 재발방지대책 이행.
위험요소 점검 리스트 도입 및 정기적인 작업장 안전 점검 실시.,작업장 주변 타작업 병행 금지 및 위험요소 사전확인 실시.
"안전 교육 강화와 현장 정리 정돈 의무화를 통한 재발 방지 대책을 마련하고, 정기적인 안전 점검과 모니터링 시스템 도입으로 향후 조치 계획을 수립합니다.",계단 이용 시 전방주시와 통행로 정리를 통한 안전교육 및 현장 안전관리에 만전을 기하는 재발 방지 대책.
정기적인 장비 점검 및 유지보수 실시를 통해 노후 장비 교체 및 자동정지장치 기능 확인 강화.,건설기계 수시 점검과 건설기계 관리방법에 대한 안전교육을 통한 사고 발생 예방.
고소작업대 안전 점검 강화 및 작업자 안전 교육 의무화.,안전시설 및 감리자 현장감독 철저에 대한 재발 방지 대책과 향후 조치 계획.
작업자 안전 교육 강화 및 현장 안전 점검 주기 확대,근로자 특별안전교육 실시와 작업장 바닥 평탄작업 진행 및 작업현장 정지작업.
작업자 안전 교육 강화와 작업 공간 정리 정돈을 통해 위험 요소 제거 및 사고 예방 시스템 구축.,"근로자 안전의식 고취를 위한 안전교육 철저와 데크 상부 발빠짐 보호를 위한 안전발판 설치, 필요한 안전시설물 적기 설치 등의 조치 계획."
가설경사로 발판에 안전판 설치 및 정기적인 점검 강화로 재발 방지.,"가설경사로의 밀실한 설치, 근로자 이동 중 고정 및 충격 방지, 과도한 경사 시 가설계단 설치, 주의·경고표지 부착, 이동통로의 정리·정돈 관리, 개인보호구 착용 및 안전시설물 점검 강화, 재해사례 전파를 통한 지속적인 재해예방활동 실시, 정기적인 안전교육을 통한 작업자의 안전의식 함양 및 위험요소 파악과 수정보완."
"작업 표준화 및 절차서 강화, 정기적인 장비 점검 의무화, 모든 작업자에 대한 안전 교육 강화 실시.",건설장비 운용기사와 작업근로자에 대한 안전교육 실시 및 우측 수부의 다발성 심부 열상 통원치료 계획.
"재발 방지 대책으로는 안전 교육 강화와 보호장구 착용 의무화를 실시하며, 향후 조치 계획으로는 끼임 사고 예방을 위한 안전 장비 개선과 정기적인 안전 점검을 포함합니다.",작업자 교육 및 안전관리 강화를 통한 향후 조치 계획으로 사업주체에 안전관리 강화 및 공사장 인부 교육 실시 지도.
재발 방지를 위해 안전 교육 강화 및 작업 전 철저한 안전 점검 실시,인양걸이 체결 확인 철저와 정기 특별안전교육 실시 및 보호구 착용 인식 고취를 통한 재발 방지 대책 마련.
장비 점검 및 유지보수 절차 강화와 정기적인 교육 실시를 통한 재발 방지 대책 및 향후 조치 계획 수립.,"작업착수 전 장비별 점검 실시와 선설 기계 정비 검사 완료된 장비 투입, 현장 내 파쇄 완료된 물량 3~4일 내 반출 예정 및 미파쇄된 물량 처리공장으로 반출 계획."
안전교육 강화 및 미끄러짐 방지 장치 설치 의무화.,지속적인 안전 교육과 사고 재발 방지를 위한 지도.
안전 구역 설정 및 실시간 모니터링 강화를 통해 불안전 위치 근로자의 접근을 차단하고 사고 예방 교육을 강화합니다.,신호수 배치를 통한 인양전 작업 구간 통제 관리 강화 실시.
"작업발판 설치 의무화 및 정기적 안전 점검 강화. 생명줄 거치대 사용 규정 엄격히 준수하며, 작업 전 안전 교육 강화로 불안전한 작업 방법 방지.","교량 슬라브 작업 전 상부 작업구간 선 확보, 작업 시작 전 인양 작업구간 안전구역 설정, 고위험 작업 시 관리감독자 상주 및 작업 지휘, 산재 처리 예정, 해당 공종 작업발판 설치 및 안전시설물 추가 설치."
"작업 전 바닥 상태 점검 강화와 함께, 작업자에게 방수 기능이 우수한 안전장화 착용을 의무화하고, 미끄러운 구간에 미끄럼 방지 테이프 설치 및 경고 표지판을 설치하여 미끄러짐 위험을 최소화합니다.","전일 우천으로 인해 바닥이 젖은 상태에서 작업구간 이물질 제거 및 부직포 등으로 바닥 보양 후 작업을 실시하고, 근로자 부주의 방지를 위한 안전교육과 사전 위험요소 파악 및 제거를 통해 미끄러짐 위험을 철저히 주의하는 조치 계획."
"정기적인 장비 점검과 작업자 안전 교육 강화를 통해 재발 방지하고, 향후에는 실시간 모니터링 시스템 도입을 계획합니다.",정리정돈 및 안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
"거푸집 운반 시 전용 운반 장비 사용 의무화 및 작업자 안전 교육 강화, 작업 전 거푸집의 안정성 점검 실시, 미끄러짐 방지를 위한 바닥 표면 개선 및 미끄럼 방지 장치 설치 의무화.",현장책임자의 작업자 교육 실시와 공사감독의 현장 책임자 교육 실시를 통한 현장 관리 철저.
"고소작업 시 안전발판 및 안전그네 설치 의무화, 정기적인 안전점검 강화, 작업자 대상 추락 예방 교육 실시, 위험 요소에 대한 사전 위험 평가 실시를 포함한 재발 방지 대책과 사고 발생 시 신속한 대응 체계 구축 및 안전 관리 시스템 개선을 통한 향후 조치 계획을 마련합니다.","작업전 안전교육 실시, 안전대 부착설비 설치, 안전대 체결 후 작업 실시, 작업장소 이동용 통로 확보, 스틸그레이팅 설치 후 즉시 고정 조치와 시공사(하도급 포함), 감리업체, 감리원에 대한 행정조치(벌점 부과) 계획."
"작업 후 안전 점검 강화와 근로자 안전 교육 실시를 통한 재발 방지 대책을 마련하고, 즉시 안전 시설 개선과 정기적인 안전 점검을 실시할 계획입니다.","작업 전후 작업자 이동 시 긴장을 늦추지 않도록 안전교육을 철저히 하고, 수급사 및 하도급사의 지연보고 및 현장관리 미비에 대한 조치를 검토하는 방안."
안전 절차 준수 강화 및 정기적인 안전 교육 실시.,작업 시작 전 사고 예방 및 특별 교육 실시와 관리감독자 및 안전관리자의 현장 점검을 통한 안전사고 예방 교육 실시.
"작업 전 안전 교육 강화와 현장 점검을 통한 위험 요소 제거, 사고 조사 결과에 따른 작업 절차 개선 및 관련 부서와의 협력 강화를 통한 재발 방지 조치 계획 수립.","근로자 안전교육 및 관리 철저, 근로자 일일 단기용역 채용 자제, 건강검진 자료 철저 확인 및 매일 근로자 재해여부 확인서 수집."
"타일 자재 해체 시 안전한 운반 및 적재 방법 교육 강화하고, 박스 안정성 점검 후 작업 진행하도록 지침 마련.",현장에서 동일한 사고 방지와 사고 작업자의 휴식 및 추후 반복 사고 방지를 위한 대책.
"향후 조치로는 미끄럼 방지용 바닥 처리 강화와 작업자 안전 교육 강화를 포함하여, 정기적인 위험 요소 점검 시스템 구축을 계획합니다.","근로자 투입 전 사전 교육 실시 및 충분한 몸풀기와 단순 작업이라도 사전에 작업 내용을 충분히 인식하고, 작업 전 지형 및 지물 확인 철저."
현장 안전 관리 체계 강화 및 정기적인 안전 점검 실시 계획 수립.,타설팀 교육 및 바닥 미끄러짐 상태 보완과 현장관리 점검을 통한 재발 방지 대책.
"안전 교육 강화와 핸드그라인더 사용 시 안전 수칙 준수 의무화를 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 피드백 시스템 구축으로 지속적인 개선을 추진합니다.","핸드 그라인더 작업 전 덮개 확인, 해당 작업의 위험요소 및 안전수칙 교육, 유해 위험기구 작업 시 관리감독자 수시점검으로 인한 재발 방지 대책과 향후 조치 계획."
안전 발판 설치 의무화 및 사다리 사용 시 안전 교육 강화 예정.,"작업내용에 적합한 작업발판 사용, 고소작업 2인 1조 배치, 사고 내용 전파 및 규정된 사다리 표준 작업방법 재교육 실시와 안전관리 및 교육 철저 행정지도."
작업 절차 개선 및 안전 교육 강화를 통한 재발 방지 대책 수립.,"근로자 재발방지 안전교육 시행과 유사재해 방지를 위한 동일공종 근로자에 대한 안전교육 강화, 현장 안전점검 및 자재설치 작업 중 위험점 전파 및 확인점검 강화, 동종 및 유사사고 방지를 위한 안전관리계획 수립 후 단계별 작업시행, 위험성평가 추가 시행을 통한 위험성 인지 후 작업."
안전교육 강화와 현장 안전 점검을 통해 작업자의 주의력 향상 및 안전 의식 제고 실시.,작업자에 대한 안전교육 철저 실시와 건설사업관리단 및 시공사에 대한 안전교육 지시.
